[], [1]	1.00000	
[2], []	2.00000	
[], [2,3]	2.50000	
[3,4], []	3.50000	
[], [1,2,3,4]	2.50000	
[2,3,4,5], []	3.50000	
[], [1,2,3,4,5]	3.00000	
[4,5,6,8,9], []	6.00000	
[], [1,2,3,4,5,6]	3.50000	
[3,4,5,6,7,8], []	5.50000	
[1], [1]	1.00000	
[1,1], [1,1]	1.00000	
[1,2], [1,2]	1.50000	
[1,1], [1,2]	1.00000	
[1,2], [1,1]	1.00000	
[2,2], [2,3]	2.00000	
[2,3], [2,2]	2.00000	
[1,1,1], [1,1,1]	1.00000	
[1,2], [1,2,3]	2.00000	
[1,2,3], [1,2]	2.00000	
[1,2,2], [1,2,3]	2.00000	
[1,2,3], [1,2,2]	2.00000	
[2,2,2,2], [2,2,2]	2.00000	
[2,2,2], [2,2,2,2]	2.00000	
[3,3,3,3], [3,3,3,3]	3.00000	
[1,1,3,3], [1,1,3,3]	2.00000	
[100000], [100001]	100000.50000	
[100001], [100000]	100000.50000	
[100002], [100000]	100001.00000	
[100000], [100002]	100001.00000	
[10], [9999]	5004.50000	
[8342], [23]	4182.50000	
[1], [2]	1.50000	
[2], [1]	1.50000	
[1], [2,3]	2.00000	
[2,3], [1]	2.00000	
[2], [1,3]	2.00000	
[1,3], [2]	2.00000	
[3], [1,2]	2.00000	
[1,2], [3]	2.00000	
[1], [2,3,4]	2.50000	
[2,3,4], [1]	2.50000	
[2], [1,3,4]	2.50000	
[1,3,4], [2]	2.50000	
[3], [1,2,4]	2.50000	
[1,2,4], [3]	2.50000	
[4], [1,2,3]	2.50000	
[1,2,3], [4]	2.50000	
[1,2], [3,4]	2.50000	
[1,3], [2,4]	2.50000	
[1,4], [2,3]	2.50000	
[2,3], [1,4]	2.50000	
[2,4], [1,3]	2.50000	
[3,4], [1,2]	2.50000	
[1], [2,3,4,5]	3.00000	
[2,3,4,5], [1]	3.00000	
[2], [1,3,4,5]	3.00000	
[1,3,4,5], [2]	3.00000	
[3], [1,2,4,5]	3.00000	
[1,2,4,5], [3]	3.00000	
[4], [1,2,3,5]	3.00000	
[1,2,3,5], [4]	3.00000	
[5], [1,2,3,4]	3.00000	
[1,2,3,4], [5]	3.00000	
[1,2], [3,4,5]	3.00000	
[3,4,5], [1,2]	3.00000	
[1,3], [2,4,5]	3.00000	
[2,4,5], [1,3]	3.00000	
[1,4], [2,3,5]	3.00000	
[2,3,5], [1,4]	3.00000	
[1,5], [2,3,4]	3.00000	
[2,3,4], [1,5]	3.00000	
[2,3], [1,4,5]	3.00000	
[1,4,5], [2,3]	3.00000	
[2,4], [1,3,5]	3.00000	
[1,3,5], [2,4]	3.00000	
[2,5], [1,3,4]	3.00000	
[1,3,4], [2,5]	3.00000	
[3,4], [1,2,5]	3.00000	
[1,2,5], [3,4]	3.00000	
[3,5], [1,2,4]	3.00000	
[1,2,4], [3,5]	3.00000	
[4,5], [1,2,3]	3.00000	
[1,2,3], [4,5]	3.00000	
[1], [2,3,4,5,6]	3.50000	
[2,3,4,5,6], [1]	3.50000	
[2], [1,3,4,5,6]	3.50000	
[1,3,4,5,6], [2]	3.50000	
[3], [1,2,4,5,6]	3.50000	
[1,2,4,5,6], [3]	3.50000	
[4], [1,2,3,5,6]	3.50000	
[1,2,3,5,6], [4]	3.50000	
[5], [1,2,3,4,6]	3.50000	
[1,2,3,4,6], [5]	3.50000	
[6], [1,2,3,4,5]	3.50000	
[1,2,3,4,5], [6]	3.50000	
[1,2], [3,4,5,6]	3.50000	
[3,4,5,6], [1,2]	3.50000	
[1,3], [2,4,5,6]	3.50000	
[2,4,5,6], [1,3]	3.50000	
[1,4], [2,3,5,6]	3.50000	
[2,3,5,6], [1,4]	3.50000	
[1,5], [2,3,4,6]	3.50000	
[2,3,4,6], [1,5]	3.50000	
[1,6], [2,3,4,5]	3.50000	
[2,3,4,5], [1,6]	3.50000	
[2,3], [1,4,5,6]	3.50000	
[1,4,5,6], [2,3]	3.50000	
[2,4], [1,3,5,6]	3.50000	
[1,3,5,6], [2,4]	3.50000	
[2,5], [1,3,4,6]	3.50000	
[1,3,4,6], [2,5]	3.50000	
[2,6], [1,3,4,5]	3.50000	
[1,3,4,5], [2,6]	3.50000	
[3,4], [1,2,5,6]	3.50000	
[1,2,5,6], [3,4]	3.50000	
[3,5], [1,2,4,6]	3.50000	
[1,2,4,6], [3,5]	3.50000	
[3,6], [1,2,4,5]	3.50000	
[1,2,4,5], [3,6]	3.50000	
[4,5], [1,2,3,6]	3.50000	
[1,2,3,6], [4,5]	3.50000	
[4,6], [1,2,3,5]	3.50000	
[1,2,3,5], [4,6]	3.50000	
[5,6], [1,2,3,4]	3.50000	
[1,2,3,4], [5,6]	3.50000	
[1,2,3], [4,5,6]	3.50000	
[1,2,4], [3,5,6]	3.50000	
[1,2,5], [3,4,6]	3.50000	
[1,2,6], [3,4,5]	3.50000	
[1,3,4], [2,5,6]	3.50000	
[1,3,5], [2,4,6]	3.50000	
[1,3,6], [2,4,5]	3.50000	
[1,4,5], [2,3,6]	3.50000	
[1,4,6], [2,3,5]	3.50000	
[1,5,6], [2,3,4]	3.50000	
[2,3,4], [1,5,6]	3.50000	
[2,3,5], [1,4,6]	3.50000	
[2,3,6], [1,4,5]	3.50000	
[2,4,5], [1,3,6]	3.50000	
[2,4,6], [1,3,5]	3.50000	
[2,5,6], [1,3,4]	3.50000	
[3,4,5], [1,2,6]	3.50000	
[3,4,6], [1,2,5]	3.50000	
[3,5,6], [1,2,4]	3.50000	
[4,5,6], [1,2,3]	3.50000	
[1], [2,3,4,5,6,7]	4.00000	
[2,3,4,5,6,7], [1]	4.00000	
[2], [1,3,4,5,6,7]	4.00000	
[1,3,4,5,6,7], [2]	4.00000	
[3], [1,2,4,5,6,7]	4.00000	
[1,2,4,5,6,7], [3]	4.00000	
[4], [1,2,3,5,6,7]	4.00000	
[1,2,3,5,6,7], [4]	4.00000	
[5], [1,2,3,4,6,7]	4.00000	
[1,2,3,4,6,7], [5]	4.00000	
[6], [1,2,3,4,5,7]	4.00000	
[1,2,3,4,5,7], [6]	4.00000	
[7], [1,2,3,4,5,6]	4.00000	
[1,2,3,4,5,6], [7]	4.00000	
[1,2], [3,4,5,6,7]	4.00000	
[3,4,5,6,7], [1,2]	4.00000	
[1,3], [2,4,5,6,7]	4.00000	
[2,4,5,6,7], [1,3]	4.00000	
[1,4], [2,3,5,6,7]	4.00000	
[2,3,5,6,7], [1,4]	4.00000	
[1,5], [2,3,4,6,7]	4.00000	
[2,3,4,6,7], [1,5]	4.00000	
[1,6], [2,3,4,5,7]	4.00000	
[2,3,4,5,7], [1,6]	4.00000	
[1,7], [2,3,4,5,6]	4.00000	
[2,3,4,5,6], [1,7]	4.00000	
[2,3], [1,4,5,6,7]	4.00000	
[1,4,5,6,7], [2,3]	4.00000	
[2,4], [1,3,5,6,7]	4.00000	
[1,3,5,6,7], [2,4]	4.00000	
[2,5], [1,3,4,6,7]	4.00000	
[1,3,4,6,7], [2,5]	4.00000	
[2,6], [1,3,4,5,7]	4.00000	
[1,3,4,5,7], [2,6]	4.00000	
[2,7], [1,3,4,5,6]	4.00000	
[1,3,4,5,6], [2,7]	4.00000	
[3,4], [1,2,5,6,7]	4.00000	
[1,2,5,6,7], [3,4]	4.00000	
[3,5], [1,2,4,6,7]	4.00000	
[1,2,4,6,7], [3,5]	4.00000	
[3,6], [1,2,4,5,7]	4.00000	
[1,2,4,5,7], [3,6]	4.00000	
[3,7], [1,2,4,5,6]	4.00000	
[1,2,4,5,6], [3,7]	4.00000	
[4,5], [1,2,3,6,7]	4.00000	
[1,2,3,6,7], [4,5]	4.00000	
[4,6], [1,2,3,5,7]	4.00000	
[1,2,3,5,7], [4,6]	4.00000	
[4,7], [1,2,3,5,6]	4.00000	
[1,2,3,5,6], [4,7]	4.00000	
[5,6], [1,2,3,4,7]	4.00000	
[1,2,3,4,7], [5,6]	4.00000	
[5,7], [1,2,3,4,6]	4.00000	
[1,2,3,4,6], [5,7]	4.00000	
[6,7], [1,2,3,4,5]	4.00000	
[1,2,3,4,5], [6,7]	4.00000	
[1,2,3], [4,5,6,7]	4.00000	
[4,5,6,7], [1,2,3]	4.00000	
[1,2,4], [3,5,6,7]	4.00000	
[3,5,6,7], [1,2,4]	4.00000	
[1,2,5], [3,4,6,7]	4.00000	
[3,4,6,7], [1,2,5]	4.00000	
[1,2,6], [3,4,5,7]	4.00000	
[3,4,5,7], [1,2,6]	4.00000	
[1,2,7], [3,4,5,6]	4.00000	
[3,4,5,6], [1,2,7]	4.00000	
[1,3,4], [2,5,6,7]	4.00000	
[2,5,6,7], [1,3,4]	4.00000	
[1,3,5], [2,4,6,7]	4.00000	
[2,4,6,7], [1,3,5]	4.00000	
[1,3,6], [2,4,5,7]	4.00000	
[2,4,5,7], [1,3,6]	4.00000	
[1,3,7], [2,4,5,6]	4.00000	
[2,4,5,6], [1,3,7]	4.00000	
[1,4,5], [2,3,6,7]	4.00000	
[2,3,6,7], [1,4,5]	4.00000	
[1,4,6], [2,3,5,7]	4.00000	
[2,3,5,7], [1,4,6]	4.00000	
[1,4,7], [2,3,5,6]	4.00000	
[2,3,5,6], [1,4,7]	4.00000	
[1,5,6], [2,3,4,7]	4.00000	
[2,3,4,7], [1,5,6]	4.00000	
[1,5,7], [2,3,4,6]	4.00000	
[2,3,4,6], [1,5,7]	4.00000	
[1,6,7], [2,3,4,5]	4.00000	
[2,3,4,5], [1,6,7]	4.00000	
[2,3,4], [1,5,6,7]	4.00000	
[1,5,6,7], [2,3,4]	4.00000	
[2,3,5], [1,4,6,7]	4.00000	
[1,4,6,7], [2,3,5]	4.00000	
[2,3,6], [1,4,5,7]	4.00000	
[1,4,5,7], [2,3,6]	4.00000	
[2,3,7], [1,4,5,6]	4.00000	
[1,4,5,6], [2,3,7]	4.00000	
[2,4,5], [1,3,6,7]	4.00000	
[1,3,6,7], [2,4,5]	4.00000	
[2,4,6], [1,3,5,7]	4.00000	
